Channel Id,Channel Url,Channel Title
UCQ_KZAsNDb8y2dkjHW98gVg,http://www.youtube.com/channel/UCQ_KZAsNDb8y2dkjHW98gVg,Call For An Uprising
UCQoyNIJrqvotmDN4zYawhBg,http://www.youtube.com/channel/UCQoyNIJrqvotmDN4zYawhBg,AuthenticTeeCee2.0 
UCR1IuLEqb6UEA_zQ81kwXfg,http://www.youtube.com/channel/UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering
UCR2UHbDsP_w-1nVHzCRQtkg,http://www.youtube.com/channel/UCR2UHbDsP_w-1nVHzCRQtkg,Pepperbellypete
UCR3HRj1P9_tCbiIgsUUBsVQ,http://www.youtube.com/channel/UCR3HRj1P9_tCbiIgsUUBsVQ,Michael Boyd
UCR54lF_dD3f-8srmRqnTwgQ,http://www.youtube.com/channel/UCR54lF_dD3f-8srmRqnTwgQ,MotivationHub
UCRBxiybrJl5YYJDJuKVVCsg,http://www.youtube.com/channel/UCRBxiybrJl5YYJDJuKVVCsg,The Truth IS
UCRXRbi80k0_vcIfgpOSerTg,http://www.youtube.com/channel/UCRXRbi80k0_vcIfgpOSerTg,SubjectZeroX
UCRypjBTQZceKlOYENSG_8kQ,http://www.youtube.com/channel/UCRypjBTQZceKlOYENSG_8kQ,Pack Jembrook
UCS0N5baNlQWJCUrhCEo8WlA,http://www.youtube.com/channel/UCS0N5baNlQWJCUrhCEo8WlA,Ben Eater
UCS3Zvg_emGJF6RNgWyXOynw,http://www.youtube.com/channel/UCS3Zvg_emGJF6RNgWyXOynw,Jake Frew
UCSHIVYGnTqn1HYDWx3Qs6Ng,http://www.youtube.com/channel/UCSHIVYGnTqn1HYDWx3Qs6Ng,Mister Lewis' Luxury Lifestyle
